PostalCode,City,Municipality,Province
7502,Esplechin,Tournai,Hainaut
7503,Froyennes,Tournai,Hainaut
7504,Froidmont,Tournai,Hainaut
7506,Willemeau,Tournai,Hainaut
7520,Templeuve,Tournai,Hainaut
7521,Chercq,Tournai,Hainaut
7522,Blandain,Tournai,Hainaut
7522,Marquain,Tournai,Hainaut
7522,Lamain,Tournai,Hainaut
7522,Hertain,Tournai,Hainaut
7531,Havinnes,Tournai,Hainaut
7532,Beclers,Tournai,Hainaut
7533,Thimougies,Tournai,Hainaut
7534,Barry,Tournai,Hainaut
7534,Maulde,Tournai,Hainaut
7536,Vaulx,Tournai,Hainaut
7538,Vezon,Tournai,Hainaut
7540,Kain,Tournai,Hainaut
7540,Rumillies,Tournai,Hainaut
7540,Melles,Tournai,Hainaut
7540,Quartes,Tournai,Hainaut
7543,Mourcourt,Tournai,Hainaut
7548,Warchin,Tournai,Hainaut
7600,Péruwelz,Péruwelz,Hainaut
7601,Roucourt,Péruwelz,Hainaut
7602,Bury,Péruwelz,Hainaut
7604,Baugnies,Péruwelz,Hainaut
7604,Braffe,Péruwelz,Hainaut
7604,Callenelle,Péruwelz,Hainaut
7604,Brasménil,Péruwelz,Hainaut
7608,Wiers,Péruwelz,Hainaut
7610,Rumes,Rumes,Hainaut
7611,La,Glanerie,Rumes
7618,Taintignies,Rumes,Hainaut
7620,Brunehaut,Brunehaut,Hainaut
7620,Hollain,Brunehaut,Hainaut
7620,Bléharies,Brunehaut,Hainaut
7620,Guignies,Brunehaut,Hainaut
7621,Lesdain,Brunehaut,Hainaut
7622,Laplaigne,Brunehaut,Hainaut
7623,Rongy,Brunehaut,Hainaut
7624,Howardries,Brunehaut,Hainaut
7640,Antoing,Antoing,Hainaut
7640,Maubray,Antoing,Hainaut
7641,Bruyelle,Antoing,Hainaut
7642,Calonne,Antoing,Hainaut
7643,Fontenoy,Antoing,Hainaut
7700,Mouscron,Mouscron,Hainaut
7700,Luingne,Mouscron,Hainaut
7711,Dottignies,Mouscron,Hainaut
7712,Herseaux,Mouscron,Hainaut
7730,Estaimpuis,Estaimpuis,Hainaut
7730,Néchin,Estaimpuis,Hainaut
7730,Estaimbourg,Estaimpuis,Hainaut
7730,Évregnies,Estaimpuis,Hainaut
7730,Bailleul,Estaimpuis,Hainaut
7740,Pecq,Pecq,Hainaut
7740,Warcoing,Pecq,Hainaut
7742,Hérinnes,Pecq,Hainaut
7743,Obigies,Pecq,Hainaut
7743,Esquelmes,Pecq,Hainaut
7760,Celles,Celles,Hainaut
7760,Velaines,Celles,Hainaut
7760,Pottes,Celles,Hainaut
7760,Escanaffles,Celles,Hainaut
7760,Molenbaix,Celles,Hainaut
7760,Popuelles,Celles,Hainaut
7800,Ath,Ath,Hainaut
7800,Lanquesaint,Ath,Hainaut
7801,Irchonwelz,Ath,Hainaut
7802,Ormeignies,Ath,Hainaut
7803,Bouvignies,Ath,Hainaut
7804,Rebaix,Ath,Hainaut
7804,Ostiches,Ath,Hainaut
7810,Maffle,Ath,Hainaut
7811,Arbre,Ath,Hainaut
7812,Mainvault,Ath,Hainaut
7812,Ligne,Ath,Hainaut
7812,Houtaing,Ath,Hainaut
7812,Moulbaix,Ath,Hainaut
7822,Isières,Ath,Hainaut
7822,Ghislenghien,Ath,Hainaut
7823,Gibecq,Ath,Hainaut
7830,Silly,Silly,Hainaut
7830,Bassilly,Silly,Hainaut
7830,Graty,Silly,Hainaut
7830,Hoves,Silly,Hainaut
7830,Hellebecq,Silly,Hainaut
7830,Thoricourt,Silly,Hainaut
7830,Fouleng,Silly,Hainaut
7830,Gondregnies,Silly,Hainaut
7850,Enghien,Enghien,Hainaut
7850,Marcq,Enghien,Hainaut
7860,Lessines,Lessines,Hainaut
7861,Wannebecq,Lessines,Hainaut
7861,Papignies,Lessines,Hainaut
7862,Ogy,Lessines,Hainaut
7863,Ghoy,Lessines,Hainaut
7866,Ollignies,Lessines,Hainaut
7870,Lens,Lens,Hainaut
7870,Bauffe,Lens,Hainaut
7870,Lombise,Lens,Hainaut
7880,Flobecq,Flobecq,Hainaut
7890,Ellezelles,Ellezelles,Hainaut
7890,Wodecq,Ellezelles,Hainaut
7890,Lahamaide,Ellezelles,Hainaut
7940,Brugelette,Brugelette,Hainaut
7941,Attre,Brugelette,Hainaut
7943,Gages,Brugelette,Hainaut
7950,Chièvres,Chièvres,Hainaut
7950,Huissignies,Chièvres,Hainaut
7950,Ladeuze,Chièvres,Hainaut
7950,Grosage,Chièvres,Hainaut
7970,Belœil,Belœil,Hainaut
7971,Basècles,Belœil,Hainaut
7971,Wadelincourt,Belœil,Hainaut
7971,Thumaide,Belœil,Hainaut
7971,Ramegnies,Belœil,Hainaut
7972,Aubechies,Belœil,Hainaut
7973,Stambruges,Belœil,Hainaut
7973,Quevaucamps,Belœil,Hainaut
7973,Grandglise,Belœil,Hainaut
8000,Brugge,Brugge,Flandre
8000,Koolkerke,Brugge,Flandre
8020,Oostkamp,Oostkamp,Flandre
8020,Ruddervoorde,Oostkamp,Flandre
8020,Hertsberge,Oostkamp,Flandre
8020,Waardamme,Oostkamp,Flandre
8210,Zedelgem,Zedelgem,Flandre
8210,Loppem,Zedelgem,Flandre
8210,Veldegem,Zedelgem,Flandre
8211,Aartrijke,Zedelgem,Flandre
8310,Assebroek,Brugge,Flandre
8340,Damme,Damme,Flandre
8340,Sijsele,Damme,Flandre
8340,Moerkerke,Damme,Flandre
8340,Oostkerke,Damme,Flandre
8340,Lapscheure,Damme,Flandre
8340,Hoeke,Damme,Flandre
8370,Blankenberge,Blankenberge,Flandre
8370,Uitkerke,Blankenberge,Flandre
8377,Zuienkerke,Zuienkerke,Flandre
8377,Nieuwmunster,Zuienkerke,Flandre
8377,Meetkerke,Zuienkerke,Flandre
8377,Houtave,Zuienkerke,Flandre
8380,Lissewege,Brugge,Flandre
8380,Zeebrugge,Brugge,Flandre
8380,Dudzele,Brugge,Flandre
8400,Oostende,Oostende,Flandre
8400,Stene,Oostende,Flandre
8400,Zandvoorde,Oostende,Flandre
8420,De,Haan,De
8420,Klemskerke,De,Haan
8420,Wenduine,De,Haan
8421,Vlissegem,De,Haan
8430,Middelkerke,Middelkerke,Flandre
8431,Wilskerke,Middelkerke,Flandre
8432,Leffinge,Middelkerke,Flandre
8433,Slijpe,Middelkerke,Flandre
8433,Schore,Middelkerke,Flandre
8434,Westende,Middelkerke,Flandre
8434,Lombardsijde,Middelkerke,Flandre
8450,Bredene,Bredene,Flandre
8460,Oudenburg,Oudenburg,Flandre
8460,Ettelgem,Oudenburg,Flandre
8460,Westkerke,Oudenburg,Flandre
8460,Roksem,Oudenburg,Flandre
8470,Gistel,Gistel,Flandre
8470,Moere,Gistel,Flandre
8470,Snaaskerke,Gistel,Flandre
8470,Zevekote,Gistel,Flandre
8480,Ichtegem,Ichtegem,Flandre
8480,Eernegem,Ichtegem,Flandre
8480,Bekegem,Ichtegem,Flandre
8490,Jabbeke,Jabbeke,Flandre
8490,Varsenare,Jabbeke,Flandre
8490,Snellegem,Jabbeke,Flandre
8490,Zerkegem,Jabbeke,Flandre
8490,Stalhille,Jabbeke,Flandre
8500,Kortrijk,Kortrijk,Flandre
8501,Heule,Kortrijk,Flandre
8501,Bissegem,Kortrijk,Flandre
8510,Marke,Kortrijk,Flandre
8510,Bellegem,Kortrijk,Flandre
8510,Rollegem,Kortrijk,Flandre
8510,Kooigem,Kortrijk,Flandre
8511,Aalbeke,Kortrijk,Flandre
8520,Kuurne,Kuurne,Flandre
8530,Harelbeke,Harelbeke,Flandre
8531,Bavikhove,Harelbeke,Flandre
8531,Hulste,Harelbeke,Flandre
8540,Deerlijk,Deerlijk,Flandre
8550,Zwevegem,Zwevegem,Flandre
8551,Heestert,Zwevegem,Flandre
8552,Moen,Zwevegem,Flandre
8553,Otegem,Zwevegem,Flandre
8560,Wevelgem,Wevelgem,Flandre
8560,Gullegem,Wevelgem,Flandre
8560,Moorsele,Wevelgem,Flandre
8570,Anzegem,Anzegem,Flandre
8570,Vichte,Anzegem,Flandre
8570,Ingooigem,Anzegem,Flandre
8570,Gijzelbrechtegem,Anzegem,Flandre
8572,Kaster,Anzegem,Flandre
8573,Tiegem,Anzegem,Flandre
8580,Avelgem,Avelgem,Flandre
8581,Kerkhove,Avelgem,Flandre
8581,Waarmaarde,Avelgem,Flandre
8582,Outrijve,Avelgem,Flandre
8583,Bossuit,Avelgem,Flandre
8600,Diksmuide,Diksmuide,Flandre
8600,Esen,Diksmuide,Flandre
8600,Beerst,Diksmuide,Flandre
8600,Keiem,Diksmuide,Flandre
8600,Leke,Diksmuide,Flandre
8600,Vladslo,Diksmuide,Flandre
8600,Woumen,Diksmuide,Flandre
8600,Pervijze,Diksmuide,Flandre
8600,Kaaskerke,Diksmuide,Flandre
8600,Nieuwkapelle,Diksmuide,Flandre
8600,Oostkerke,Diksmuide,Flandre
8600,Lampernisse,Diksmuide,Flandre
8600,Stuivekenskerke,Diksmuide,Flandre
8600,Oudekapelle,Diksmuide,Flandre
8610,Kortemark,Kortemark,Flandre
8610,Handzame,Kortemark,Flandre
8610,Zarren,Kortemark,Flandre
8610,Werken,Kortemark,Flandre
8620,Nieuwpoort,Nieuwpoort,Flandre
8620,Ramskapelle,Nieuwpoort,Flandre
8630,Veurne,Veurne,Flandre
8630,Bulskamp,Veurne,Flandre
8630,Houtem,Veurne,Flandre
8630,Steenkerke,Veurne,Flandre
8630,Avekapelle,Veurne,Flandre
8630,Vinkem,Veurne,Flandre
8630,Wulveringem,Veurne,Flandre
8630,Eggewaartskapelle,Veurne,Flandre
8630,Booitshoeke,Veurne,Flandre
8630,De,Moeren,Veurne
8630,Zoutenaaie,Veurne,Flandre
8640,Vleteren,Vleteren,Flandre
8640,Oostvleteren,Vleteren,Flandre
8640,Westvleteren,Vleteren,Flandre
8640,Woesten,Vleteren,Flandre
8650,Houthulst,Houthulst,Flandre
8650,Klerken,Houthulst,Flandre
8650,Merkem,Houthulst,Flandre
8660,De,Panne,De
8660,Adinkerke,De,Panne
8670,Koksijde,Koksijde,Flandre
8670,Oostduinkerke,Koksijde,Flandre
8670,Wulpen,Koksijde,Flandre
8680,Koekelare,Koekelare,Flandre
8680,Bovekerke,Koekelare,Flandre
8680,Zande,Koekelare,Flandre
8690,Alveringem,Alveringem,Flandre
8690,Hoogstade,Alveringem,Flandre
8690,Oeren,Alveringem,Flandre
8691,Leisele,Alveringem,Flandre
8691,Beveren,Alveringem,Flandre
8691,Stavele,Alveringem,Flandre
8691,Izenberge,Alveringem,Flandre
8691,Gijverinkhove,Alveringem,Flandre
8700,Aarsele,Tielt,Flandre
8700,Kanegem,Tielt,Flandre
8700,Schuiferskapelle,Tielt,Flandre
8710,Wielsbeke,Wielsbeke,Flandre
8710,Ooigem,Wielsbeke,Flandre
8720,Dentergem,Dentergem,Flandre
8720,Wakken,Dentergem,Flandre
8720,Oeselgem,Dentergem,Flandre
8720,Markegem,Dentergem,Flandre
8730,Beernem,Beernem,Flandre
8730,Oedelem,Beernem,Flandre
8740,Pittem,Pittem,Flandre
8740,Egem,Pittem,Flandre
8750,Wingene,Wingene,Flandre
8750,Zwevezele,Wingene,Flandre
8755,Ruiselede,Ruiselede,Flandre
8760,Meulebeke,Meulebeke,Flandre
8770,Ingelmunster,Ingelmunster,Flandre
8780,Oostrozebeke,Oostrozebeke,Flandre
8790,Waregem,Waregem,Flandre
8791,Beveren,Waregem,Flandre
8792,Desselgem,Waregem,Flandre
8800,Roeselare,Roeselare,Flandre
8800,Rumbeke,Roeselare,Flandre
8800,Beveren,Roeselare,Flandre
8800,Oekene,Roeselare,Flandre
8810,Lichtervelde,Lichtervelde,Flandre
8820,Torhout,Torhout,Flandre
8830,Hooglede,Hooglede,Flandre
8830,Gits,Hooglede,Flandre
8840,Staden,Staden,Flandre
8840,Oostnieuwkerke,Staden,Flandre
8840,Westrozebeke,Staden,Flandre
8850,Ardooie,Ardooie,Flandre
8851,Koolskamp,Ardooie,Flandre
8860,Lendelede,Lendelede,Flandre
8870,Izegem,Izegem,Flandre
8870,Emelgem,Izegem,Flandre
8870,Kachtem,Izegem,Flandre
8880,Ledegem,Ledegem,Flandre
8890,Moorslede,Moorslede,Flandre
8890,Dadizele,Moorslede,Flandre
8900,Ieper,Ieper,Flandre
8900,Dikkebus,Ieper,Flandre
8900,Brielen,Ieper,Flandre
8902,Zillebeke,Ieper,Flandre
8902,Voormezele,Ieper,Flandre
8902,Hollebeke,Ieper,Flandre
8904,Boezinge,Ieper,Flandre
8904,Zuidschote,Ieper,Flandre
8906,Elverdinge,Ieper,Flandre
8908,Vlamertinge,Ieper,Flandre
8930,Menen,Menen,Flandre
8930,Lauwe,Menen,Flandre
8930,Rekkem,Menen,Flandre
8940,Wervik,Wervik,Flandre
8940,Geluwe,Wervik,Flandre
8950,Heuvelland,Heuvelland,Flandre
8950,Nieuwkerke,Heuvelland,Flandre
8951,Dranouter,Heuvelland,Flandre
8952,Wulvergem,Heuvelland,Flandre
8953,Wijtschate,Heuvelland,Flandre
8954,Westouter,Heuvelland,Flandre
8956,Kemmel,Heuvelland,Flandre
8957,Mesen,Mesen,Flandre
8958,Loker,Heuvelland,Flandre
8970,Poperinge,Poperinge,Flandre
8970,Reningelst,Poperinge,Flandre
8972,Proven,Poperinge,Flandre
8972,Krombeke,Poperinge,Flandre
8978,Watou,Poperinge,Flandre
8980,Zonnebeke,Zonnebeke,Flandre
8980,Beselare,Zonnebeke,Flandre
8980,Passendale,Zonnebeke,Flandre
8980,Geluveld,Zonnebeke,Flandre
8980,Zandvoorde,Zonnebeke,Flandre
9000,Gent,Gent,Flandre
9030,Mariakerke,Gent,Flandre
9031,Drongen,Gent,Flandre
9032,Wondelgem,Gent,Flandre
9041,Oostakker,Gent,Flandre
9042,Desteldonk,Gent,Flandre
9042,Mendonk,Gent,Flandre
9050,Gentbrugge,Gent,Flandre
9050,Ledeberg,Gent,Flandre
9051,Afsnee,Gent,Flandre
9052,Zwijnaarde,Gent,Flandre
9060,Zelzate,Zelzate,Flandre
9070,Destelbergen,Destelbergen,Flandre
9070,Heusden,Destelbergen,Flandre
9080,Lochristi,Lochristi,Flandre
9080,Beervelde,Lochristi,Flandre
9080,Zaffelare,Lochristi,Flandre
9080,Zeveneken,Lochristi,Flandre
9090,Melle,Melle,Flandre
9090,Gontrode,Melle,Flandre
9120,Beveren,Beveren,Flandre
9120,Melsele,Beveren,Flandre
9120,Haasdonk,Beveren,Flandre
9120,Vrasene,Beveren,Flandre
9120,Kallo,Beveren,Flandre
9130,Kieldrecht,Beveren,Flandre
9130,Verrebroek,Beveren,Flandre
9130,Doel,Beveren,Flandre
9140,Temse,Temse,Flandre
9140,Tielrode,Temse,Flandre
9140,Steendorp,Temse,Flandre
9140,Elversele,Temse,Flandre
9150,Kruibeke,Kruibeke,Flandre
9150,Bazel,Kruibeke,Flandre
9150,Rupelmonde,Kruibeke,Flandre
9160,Lokeren,Lokeren,Flandre
9160,Eksaarde,Lokeren,Flandre
9160,Daknam,Lokeren,Flandre
9170,De,Klinge,Sint
9185,Wachtebeke,Wachtebeke,Flandre
9190,Stekene,Stekene,Flandre
9190,Kemzeke,Stekene,Flandre
9200,Dendermonde,Dendermonde,Flandre
9200,Grembergen,Dendermonde,Flandre
9200,Baasrode,Dendermonde,Flandre
9200,Oudegem,Dendermonde,Flandre
9200,Appels,Dendermonde,Flandre
9200,Schoonaarde,Dendermonde,Flandre
9200,Mespelare,Dendermonde,Flandre
9220,Hamme,Hamme,Flandre
9220,Moerzeke,Hamme,Flandre
9230,Wetteren,Wetteren,Flandre
9230,Massemen,Wetteren,Flandre
9230,Westrem,Wetteren,Flandre
9240,Zele,Zele,Flandre
9250,Waasmunster,Waasmunster,Flandre
9255,Buggenhout,Buggenhout,Flandre
9255,Opdorp,Buggenhout,Flandre
9260,Wichelen,Wichelen,Flandre
9260,Schellebelle,Wichelen,Flandre
9260,Serskamp,Wichelen,Flandre
9270,Laarne,Laarne,Flandre
9270,Kalken,Laarne,Flandre
9280,Lebbeke,Lebbeke,Flandre
9280,Denderbelle,Lebbeke,Flandre
9280,Wieze,Lebbeke,Flandre
9290,Berlare,Berlare,Flandre
9290,Overmere,Berlare,Flandre
9290,Uitbergen,Berlare,Flandre
9300,Aalst,Aalst,Flandre
9308,Hofstade,Aalst,Flandre
9308,Gijzegem,Aalst,Flandre
9310,Moorsel,Aalst,Flandre
9310,Herdersem,Aalst,Flandre
9310,Meldert,Aalst,Flandre
9310,Baardegem,Aalst,Flandre
9320,Erembodegem,Aalst,Flandre
9320,Nieuwerkerken,Aalst,Flandre
9340,Lede,Lede,Flandre
9340,Oordegem,Lede,Flandre
9340,Impe,Lede,Flandre
9340,Smetlede,Lede,Flandre
9340,Wanzele,Lede,Flandre
9400,Ninove,Ninove,Flandre
9400,Denderwindeke,Ninove,Flandre
9400,Okegem,Ninove,Flandre
9400,Nederhasselt,Ninove,Flandre
9400,Voorde,Ninove,Flandre
9400,Lieferinge,Ninove,Flandre
9401,Pollare,Ninove,Flandre
9402,Meerbeke,Ninove,Flandre
9403,Neigem,Ninove,Flandre
9404,Aspelare,Ninove,Flandre
9406,Outer,Ninove,Flandre
9433,Mannekensvere,Middelkerke,Flandre
9450,Haaltert,Haaltert,Flandre
9450,Denderhoutem,Haaltert,Flandre
9450,Heldergem,Haaltert,Flandre
9451,Kerksken,Haaltert,Flandre
9470,Denderleeuw,Denderleeuw,Flandre
9472,Iddergem,Denderleeuw,Flandre
9473,Welle,Denderleeuw,Flandre
9500,Geraardsbergen,Geraardsbergen,Flandre
9500,Moerbeke,Moerbeke,Flandre
9500,Overboelare,Geraardsbergen,Flandre
9500,Goeferdinge,Geraardsbergen,Flandre
9500,Moerbeke,Geraardsbergen,Flandre
9500,Onkerzele,Geraardsbergen,Flandre
9500,Ophasselt,Geraardsbergen,Flandre
9500,Viane,Geraardsbergen,Flandre
9500,Nederboelare,Geraardsbergen,Flandre
9500,Zarlardinge,Geraardsbergen,Flandre
9506,Idegem,Geraardsbergen,Flandre
9506,Schendelbeke,Geraardsbergen,Flandre
9506,Zandbergen,Geraardsbergen,Flandre
9506,Grimminge,Geraardsbergen,Flandre
9506,Nieuwenhove,Geraardsbergen,Flandre
9506,Waarbeke,Geraardsbergen,Flandre
9550,Herzele,Herzele,Flandre
9550,Hillegem,Herzele,Flandre
9550,Woubrechtegem,Herzele,Flandre
9551,Ressegem,Herzele,Flandre
9552,Borsbeke,Herzele,Flandre
9570,Lierde,Lierde,Flandre
9570,Deftinge,Lierde,Flandre
9571,Hemelveerdegem,Lierde,Flandre
9600,Ronse,Ronse,Flandre
9620,Zottegem,Zottegem,Flandre
9620,Strijpen,Zottegem,Flandre
9620,Erwetegem,Zottegem,Flandre
9620,Elene,Zottegem,Flandre
9620,Godveerdegem,Zottegem,Flandre
9620,Grotenberge,Zottegem,Flandre
9620,Leeuwergem,Zottegem,Flandre
9620,Oombergen,Zottegem,Flandre
9630,Zwalm,Zwalm,Flandre
9630,Munkzwalm,Zwalm,Flandre
9630,Roborst,Zwalm,Flandre
9630,Hundelgem,Zwalm,Flandre
9630,Rozebeke,Zwalm,Flandre
9630,Beerlegem,Zwalm,Flandre
9630,Meilegem,Zwalm,Flandre
9630,Dikkele,Zwalm,Flandre
9630,Paulatem,Zwalm,Flandre
9660,Brakel,Brakel,Flandre
9660,Nederbrakel,Brakel,Flandre
9660,Everbeek,Brakel,Flandre
9660,Opbrakel,Brakel,Flandre
9660,Elst,Brakel,Flandre
9660,Zegelsem,Brakel,Flandre
9660,Michelbeke,Brakel,Flandre
9661,Parike,Brakel,Flandre
9667,Horebeke,Horebeke,Flandre
9680,Maarkedal,Maarkedal,Flandre
9680,Etikhove,Maarkedal,Flandre
9681,Nukerke,Maarkedal,Flandre
9688,Schorisse,Maarkedal,Flandre
9690,Kluisbergen,Kluisbergen,Flandre
9690,Ruien,Kluisbergen,Flandre
9690,Berchem,Kluisbergen,Flandre
9690,Zulzeke,Kluisbergen,Flandre
9690,Kwaremont,Kluisbergen,Flandre
9700,Oudenaarde,Oudenaarde,Flandre
9700,Eine,Oudenaarde,Flandre
9700,Bevere,Oudenaarde,Flandre
9700,Ename,Oudenaarde,Flandre
9700,Edelare,Oudenaarde,Flandre
9700,Leupegem,Oudenaarde,Flandre
9700,Mater,Oudenaarde,Flandre
9700,Nederename,Oudenaarde,Flandre
9700,Heurne,Oudenaarde,Flandre
9700,Volkegem,Oudenaarde,Flandre
9700,Welden,Oudenaarde,Flandre
9700,Melden,Oudenaarde,Flandre
9700,Mullem,Oudenaarde,Flandre
9750,Kruisem,Kruisem,Flandre
9750,Zingem,Kruisem,Flandre
9750,Huise,Kruisem,Flandre
9750,Ouwegem,Kruisem,Flandre
9770,Kruishoutem,Kruisem,Flandre
9771,Nokere,Kruisem,Flandre
9800,Deinze,Deinze,Flandre
9800,Astene,Deinze,Flandre
9800,Vinkt,Deinze,Flandre
9800,Wontergem,Deinze,Flandre
9800,Grammene,Deinze,Flandre
9800,Zeveren,Deinze,Flandre
9800,Meigem,Deinze,Flandre
9800,Gottem,Deinze,Flandre
9810,Nazareth,Nazareth,Flandre
9810,Eke,Nazareth,Flandre
9820,Merelbeke,Merelbeke,Flandre
9820,Bottelare,Merelbeke,Flandre
9820,Melsen,Merelbeke,Flandre
9820,Schelderode,Merelbeke,Flandre
9820,Lemberge,Merelbeke,Flandre
9820,Munte,Merelbeke,Flandre
9840,De,Pinte,De
9840,Zevergem,De,Pinte
9850,Nevele,Deinze,Flandre
9850,Landegem,Deinze,Flandre
9850,Hansbeke,Deinze,Flandre
9850,Merendree,Deinze,Flandre
9850,Vosselare,Deinze,Flandre
9850,Poesele,Deinze,Flandre
9860,Oosterzele,Oosterzele,Flandre
9860,Balegem,Oosterzele,Flandre
9860,Scheldewindeke,Oosterzele,Flandre
9860,Gijzenzele,Oosterzele,Flandre
9860,Moortsele,Oosterzele,Flandre
9860,Landskouter,Oosterzele,Flandre
9870,Zulte,Zulte,Flandre
9870,Olsene,Zulte,Flandre
9880,Aalter,Aalter,Flandre
9880,Lotenhulle,Aalter,Flandre
9880,Poeke,Aalter,Flandre
9881,Bellem,Aalter,Flandre
9890,Gavere,Gavere,Flandre
9890,Asper,Gavere,Flandre
9890,Dikkelvenne,Gavere,Flandre
9890,Semmerzake,Gavere,Flandre
9890,Vurste,Gavere,Flandre
9890,Baaigem,Gavere,Flandre
9900,Eeklo,Eeklo,Flandre
9910,Knesselare,Aalter,Flandre
9910,Ursel,Aalter,Flandre
9920,Lievegem,Lievegem,Flandre
9920,Lovendegem,Lievegem,Flandre
9921,Vinderhoute,Lievegem,Flandre
9930,Zomergem,Lievegem,Flandre
9931,Oostwinkel,Lievegem,Flandre
9932,Ronsele,Lievegem,Flandre
9940,Evergem,Evergem,Flandre
9940,Ertvelde,Evergem,Flandre
9940,Sleidinge,Evergem,Flandre
9940,Kluizen,Evergem,Flandre
9950,Waarschoot,Lievegem,Flandre
9960,Assenede,Assenede,Flandre
9961,Boekhoute,Assenede,Flandre
9968,Bassevelde,Assenede,Flandre
9968,Oosteeklo,Assenede,Flandre
9970,Kaprijke,Kaprijke,Flandre
9971,Lembeke,Kaprijke,Flandre
9990,Maldegem,Maldegem,Flandre
9991,Adegem,Maldegem,Flandre
9992,Middelburg,Maldegem,Flandre
